"Year","Region","Variable","Value","Log Scale"
2021,"Saskatchewan","Provincial CPI (2021=100)",100,4.60517018598809
1901,"Alberta","Provincial CPI (2021=100)",NA,NA
1902,"Alberta","Provincial CPI (2021=100)",NA,NA
1903,"Alberta","Provincial CPI (2021=100)",NA,NA
1904,"Alberta","Provincial CPI (2021=100)",NA,NA
1905,"Alberta","Provincial CPI (2021=100)",NA,NA
1906,"Alberta","Provincial CPI (2021=100)",NA,NA
1907,"Alberta","Provincial CPI (2021=100)",NA,NA
1908,"Alberta","Provincial CPI (2021=100)",NA,NA
1909,"Alberta","Provincial CPI (2021=100)",NA,NA
1910,"Alberta","Provincial CPI (2021=100)",NA,NA
1911,"Alberta","Provincial CPI (2021=100)",NA,NA
1912,"Alberta","Provincial CPI (2021=100)",NA,NA
1913,"Alberta","Provincial CPI (2021=100)",NA,NA
1914,"Alberta","Provincial CPI (2021=100)",NA,NA
1915,"Alberta","Provincial CPI (2021=100)",NA,NA
1916,"Alberta","Provincial CPI (2021=100)",NA,NA
1917,"Alberta","Provincial CPI (2021=100)",NA,NA
1918,"Alberta","Provincial CPI (2021=100)",NA,NA
1919,"Alberta","Provincial CPI (2021=100)",NA,NA
1920,"Alberta","Provincial CPI (2021=100)",NA,NA
1921,"Alberta","Provincial CPI (2021=100)",NA,NA
1922,"Alberta","Provincial CPI (2021=100)",NA,NA
1923,"Alberta","Provincial CPI (2021=100)",NA,NA
1924,"Alberta","Provincial CPI (2021=100)",NA,NA
1925,"Alberta","Provincial CPI (2021=100)",NA,NA
1926,"Alberta","Provincial CPI (2021=100)",6.79992248088372,1.91691121224704
1927,"Alberta","Provincial CPI (2021=100)",6.59592480645721,1.88645200476233
1928,"Alberta","Provincial CPI (2021=100)",6.79992248088372,1.91691121224704
1929,"Alberta","Provincial CPI (2021=100)",7.27591705454558,1.98456986072086
1930,"Alberta","Provincial CPI (2021=100)",6.45992635683953,1.86561791785949
1931,"Alberta","Provincial CPI (2021=100)",5.16794108547163,1.64247436654528
1932,"Alberta","Provincial CPI (2021=100)",4.62394728700093,1.53124873143506
1933,"Alberta","Provincial CPI (2021=100)",4.62394728700093,1.53124873143506
1934,"Alberta","Provincial CPI (2021=100)",4.69194651180977,1.54584753085621
1935,"Alberta","Provincial CPI (2021=100)",4.96394341104511,1.60220046740734
1936,"Alberta","Provincial CPI (2021=100)",5.09994186066279,1.62922913979526
1937,"Alberta","Provincial CPI (2021=100)",5.37193875989814,1.68118887872597
1938,"Alberta","Provincial CPI (2021=100)",5.16794108547163,1.64247436654528
1939,"Alberta","Provincial CPI (2021=100)",5.64393565913349,1.73058163405555
1940,"Alberta","Provincial CPI (2021=100)",5.84793333356,1.76608832251246
1941,"Alberta","Provincial CPI (2021=100)",6.11993023279535,1.81155069658921
1942,"Alberta","Provincial CPI (2021=100)",6.32392790722186,1.8443405194122
1943,"Alberta","Provincial CPI (2021=100)",6.52792558164837,1.87608921772679
1944,"Alberta","Provincial CPI (2021=100)",6.59592480645721,1.88645200476233
1945,"Alberta","Provincial CPI (2021=100)",6.66392403126604,1.89670850492952
1946,"Alberta","Provincial CPI (2021=100)",6.86792170569255,1.92686154310021
1947,"Alberta","Provincial CPI (2021=100)",7.47991472897209,2.01222139205137
1948,"Alberta","Provincial CPI (2021=100)",8.49990310110465,2.14005476356125
1949,"Alberta","Provincial CPI (2021=100)",8.83989922514883,2.17927547671453
1950,"Alberta","Provincial CPI (2021=100)",9.17989534919302,2.21701580469738
1951,"Alberta","Provincial CPI (2021=100)",9.99588604689906,2.30217361303769
1952,"Alberta","Provincial CPI (2021=100)",10.1318844965167,2.31568733220441
1953,"Alberta","Provincial CPI (2021=100)",10.0638852717079,2.30895330002306
1954,"Alberta","Provincial CPI (2021=100)",10.1318844965167,2.31568733220441
1955,"Alberta","Provincial CPI (2021=100)",10.1318844965167,2.31568733220441
1956,"Alberta","Provincial CPI (2021=100)",10.1998837213256,2.3223763203552
1957,"Alberta","Provincial CPI (2021=100)",10.4718806205609,2.34869362867258
1958,"Alberta","Provincial CPI (2021=100)",10.7438775197963,2.37433605928592
1959,"Alberta","Provincial CPI (2021=100)",10.8798759694139,2.38691484149278
1960,"Alberta","Provincial CPI (2021=100)",10.9478751942228,2.39314539124341
1961,"Alberta","Provincial CPI (2021=100)",11.0158744190316,2.39933736149133
1962,"Alberta","Provincial CPI (2021=100)",11.1518728686493,2.41160745408315
1963,"Alberta","Provincial CPI (2021=100)",11.287871318267,2.42372881461549
1964,"Alberta","Provincial CPI (2021=100)",11.287871318267,2.42372881461549
1965,"Alberta","Provincial CPI (2021=100)",11.4918689926935,2.44163974118202
1966,"Alberta","Provincial CPI (2021=100)",11.8998643415465,2.47652700018246
1967,"Alberta","Provincial CPI (2021=100)",12.3078596903995,2.51023805752477
1968,"Alberta","Provincial CPI (2021=100)",12.8518534888702,2.55348804131859
1969,"Alberta","Provincial CPI (2021=100)",13.3958472873409,2.59494475499694
1970,"Alberta","Provincial CPI (2021=100)",13.8038426361939,2.62494700530074
1971,"Alberta","Provincial CPI (2021=100)",14.1438387602381,2.64927910596027
1972,"Alberta","Provincial CPI (2021=100)",14.7558317835177,2.69163837979941
1973,"Alberta","Provincial CPI (2021=100)",15.7758201556502,2.75847839792526
1974,"Alberta","Provincial CPI (2021=100)",17.4078015510623,2.85691847073851
1975,"Alberta","Provincial CPI (2021=100)",19.3797790705186,2.9642302065276
1976,"Alberta","Provincial CPI (2021=100)",21.0117604659307,3.04508230315669
1977,"Alberta","Provincial CPI (2021=100)",22.7797403109605,3.12587155808402
1978,"Alberta","Provincial CPI (2021=100)",24.6837186056079,3.2061438605238
1979,"Alberta","Provincial CPI (2021=100)",26.7916945746818,3.28809193555688
1980,"Alberta","Provincial CPI (2021=100)",29.5378432685867,3.38567226389575
1981,"Alberta","Provincial CPI (2021=100)",33.3556597454789,3.50722746547355
1982,"Alberta","Provincial CPI (2021=100)",37.1064969859344,3.61379207519618
1983,"Alberta","Provincial CPI (2021=100)",39.0488948425988,3.66481457479939
1984,"Alberta","Provincial CPI (2021=100)",40.0535833891494,3.69021814239953
1985,"Alberta","Provincial CPI (2021=100)",41.25920964501,3.71987435198242
1986,"Alberta","Provincial CPI (2021=100)",42.6657736101808,3.75339704402106
1987,"Alberta","Provincial CPI (2021=100)",44.4072337575352,3.79340237863476
1988,"Alberta","Provincial CPI (2021=100)",45.6128600133958,3.82018969459841
1989,"Alberta","Provincial CPI (2021=100)",47.4882786336236,3.86048291498103
1990,"Alberta","Provincial CPI (2021=100)",50.2344273275285,3.91670059497926
1991,"Alberta","Provincial CPI (2021=100)",53.1815137307435,3.97371084969604
1992,"Alberta","Provincial CPI (2021=100)",53.9852645679839,3.98871113095553
1993,"Alberta","Provincial CPI (2021=100)",54.5210984594776,3.99858775445144
1994,"Alberta","Provincial CPI (2021=100)",55.324849296718,4.01322216196988
1995,"Alberta","Provincial CPI (2021=100)",56.5974547890154,4.03596401580607
1996,"Alberta","Provincial CPI (2021=100)",57.8700602813128,4.05820015725296
1997,"Alberta","Provincial CPI (2021=100)",59.0087073007368,4.07768501438508
1998,"Alberta","Provincial CPI (2021=100)",59.7454789015405,4.09009352102891
1999,"Alberta","Provincial CPI (2021=100)",61.219022103148,4.11445795990305
2000,"Alberta","Provincial CPI (2021=100)",63.2953784326859,4.14781231594264
2001,"Alberta","Provincial CPI (2021=100)",64.7689216342934,4.1708258839022
2002,"Alberta","Provincial CPI (2021=100)",66.9792364367046,4.20438266743104
2003,"Alberta","Provincial CPI (2021=100)",69.9263228399196,4.24744215689149
2004,"Alberta","Provincial CPI (2021=100)",70.9310113864702,4.26170773405031
2005,"Alberta","Provincial CPI (2021=100)",72.4045545880777,4.28226920608811
2006,"Alberta","Provincial CPI (2021=100)",75.2176825184193,4.32038634318734
2007,"Alberta","Provincial CPI (2021=100)",78.9685197588747,4.36904928898627
2008,"Alberta","Provincial CPI (2021=100)",81.4467515070328,4.39994945097501
2009,"Alberta","Provincial CPI (2021=100)",81.3797722705961,4.39912674422355
2010,"Alberta","Provincial CPI (2021=100)",82.1835231078366,4.40895483315981
2011,"Alberta","Provincial CPI (2021=100)",84.1929002009377,4.43311059703915
2012,"Alberta","Provincial CPI (2021=100)",85.1306095110516,4.44418665963835
2013,"Alberta","Provincial CPI (2021=100)",86.3362357669123,4.45824939138809
2014,"Alberta","Provincial CPI (2021=100)",88.5465505693235,4.48352840886053
2015,"Alberta","Provincial CPI (2021=100)",89.5512391158741,4.49481096555084
2016,"Alberta","Provincial CPI (2021=100)",90.5559276624246,4.50596764505181
2017,"Alberta","Provincial CPI (2021=100)",91.9624916275954,4.52138079421687
2018,"Alberta","Provincial CPI (2021=100)",94.1728064300067,4.54513146081951
2019,"Alberta","Provincial CPI (2021=100)",95.8472873409243,4.56275616800535
2020,"Alberta","Provincial CPI (2021=100)",96.9189551239116,4.57387511508038
2021,"Alberta","Provincial CPI (2021=100)",100,4.60517018598809
1867,"British Columbia","Provincial CPI (2021=100)",NA,NA
1868,"British Columbia","Provincial CPI (2021=100)",NA,NA
1869,"British Columbia","Provincial CPI (2021=100)",NA,NA
1870,"British Columbia","Provincial CPI (2021=100)",NA,NA
1871,"British Columbia","Provincial CPI (2021=100)",NA,NA
1872,"British Columbia","Provincial CPI (2021=100)",NA,NA
1873,"British Columbia","Provincial CPI (2021=100)",NA,NA
1874,"British Columbia","Provincial CPI (2021=100)",NA,NA
1875,"British Columbia","Provincial CPI (2021=100)",NA,NA
1876,"British Columbia","Provincial CPI (2021=100)",NA,NA
1877,"British Columbia","Provincial CPI (2021=100)",NA,NA
1878,"British Columbia","Provincial CPI (2021=100)",NA,NA
1879,"British Columbia","Provincial CPI (2021=100)",NA,NA
1880,"British Columbia","Provincial CPI (2021=100)",NA,NA
1881,"British Columbia","Provincial CPI (2021=100)",NA,NA
1882,"British Columbia","Provincial CPI (2021=100)",NA,NA
1883,"British Columbia","Provincial CPI (2021=100)",NA,NA
1884,"British Columbia","Provincial CPI (2021=100)",NA,NA
1885,"British Columbia","Provincial CPI (2021=100)",NA,NA
1886,"British Columbia","Provincial CPI (2021=100)",NA,NA
1887,"British Columbia","Provincial CPI (2021=100)",NA,NA
1888,"British Columbia","Provincial CPI (2021=100)",NA,NA
1889,"British Columbia","Provincial CPI (2021=100)",NA,NA
1890,"British Columbia","Provincial CPI (2021=100)",NA,NA
1891,"British Columbia","Provincial CPI (2021=100)",NA,NA
1892,"British Columbia","Provincial CPI (2021=100)",NA,NA
1893,"British Columbia","Provincial CPI (2021=100)",NA,NA
1894,"British Columbia","Provincial CPI (2021=100)",NA,NA
1895,"British Columbia","Provincial CPI (2021=100)",NA,NA
1896,"British Columbia","Provincial CPI (2021=100)",NA,NA
1897,"British Columbia","Provincial CPI (2021=100)",NA,NA
1898,"British Columbia","Provincial CPI (2021=100)",NA,NA
1899,"British Columbia","Provincial CPI (2021=100)",NA,NA
1900,"British Columbia","Provincial CPI (2021=100)",NA,NA
1901,"British Columbia","Provincial CPI (2021=100)",NA,NA
1902,"British Columbia","Provincial CPI (2021=100)",NA,NA
1903,"British Columbia","Provincial CPI (2021=100)",NA,NA
1904,"British Columbia","Provincial CPI (2021=100)",NA,NA
1905,"British Columbia","Provincial CPI (2021=100)",NA,NA
1906,"British Columbia","Provincial CPI (2021=100)",NA,NA
1907,"British Columbia","Provincial CPI (2021=100)",NA,NA
1908,"British Columbia","Provincial CPI (2021=100)",NA,NA
1909,"British Columbia","Provincial CPI (2021=100)",NA,NA
1910,"British Columbia","Provincial CPI (2021=100)",NA,NA
1911,"British Columbia","Provincial CPI (2021=100)",NA,NA
1912,"British Columbia","Provincial CPI (2021=100)",NA,NA
1913,"British Columbia","Provincial CPI (2021=100)",NA,NA
1914,"British Columbia","Provincial CPI (2021=100)",NA,NA
1915,"British Columbia","Provincial CPI (2021=100)",NA,NA
1916,"British Columbia","Provincial CPI (2021=100)",NA,NA
1917,"British Columbia","Provincial CPI (2021=100)",NA,NA
1918,"British Columbia","Provincial CPI (2021=100)",NA,NA
1919,"British Columbia","Provincial CPI (2021=100)",NA,NA
1920,"British Columbia","Provincial CPI (2021=100)",NA,NA
1921,"British Columbia","Provincial CPI (2021=100)",NA,NA
1922,"British Columbia","Provincial CPI (2021=100)",NA,NA
1923,"British Columbia","Provincial CPI (2021=100)",NA,NA
1924,"British Columbia","Provincial CPI (2021=100)",NA,NA
1925,"British Columbia","Provincial CPI (2021=100)",NA,NA
1926,"British Columbia","Provincial CPI (2021=100)",7.21402842242971,1.97602752237235
1927,"British Columbia","Provincial CPI (2021=100)",7.21402842242971,1.97602752237235
1928,"British Columbia","Provincial CPI (2021=100)",7.28839984946506,1.98628402253954
1929,"British Columbia","Provincial CPI (2021=100)",7.66025698464185,2.03604553209861
1930,"British Columbia","Provincial CPI (2021=100)",6.61905700614684,1.88995291360111
1931,"British Columbia","Provincial CPI (2021=100)",5.72659988172255,1.74512196572265
1932,"British Columbia","Provincial CPI (2021=100)",5.20599989247505,1.64981178591833
1933,"British Columbia","Provincial CPI (2021=100)",5.20599989247505,1.64981178591833
1934,"British Columbia","Provincial CPI (2021=100)",5.13162846543969,1.63542304846623
1935,"British Columbia","Provincial CPI (2021=100)",5.42911417358112,1.69177598501736
1936,"British Columbia","Provincial CPI (2021=100)",5.72659988172255,1.74512196572265
1937,"British Columbia","Provincial CPI (2021=100)",6.09845701689934,1.80803579113322
1938,"British Columbia","Provincial CPI (2021=100)",5.87534273579327,1.77076439633599
1939,"British Columbia","Provincial CPI (2021=100)",6.02408558986398,1.79576569854141
1940,"British Columbia","Provincial CPI (2021=100)",6.1728284439347,1.82015715166557
1941,"British Columbia","Provincial CPI (2021=100)",6.47031415207613,1.86722466252355
1942,"British Columbia","Provincial CPI (2021=100)",6.76779986021756,1.91217605038582
1943,"British Columbia","Provincial CPI (2021=100)",6.99091414132363,1.94461132613897
1944,"British Columbia","Provincial CPI (2021=100)",7.06528556835899,1.95519343546951
1945,"British Columbia","Provincial CPI (2021=100)",7.13965699539435,1.96566473533681
1946,"British Columbia","Provincial CPI (2021=100)",7.36277127650042,1.99643639400356
1947,"British Columbia","Provincial CPI (2021=100)",8.03211411981864,2.08344777099319
1948,"British Columbia","Provincial CPI (2021=100)",9.29642837941972,2.22963028117127
1949,"British Columbia","Provincial CPI (2021=100)",9.66828551459651,2.26885099432455
1950,"British Columbia","Provincial CPI (2021=100)",10.0401426497733,2.3065913223074
1951,"British Columbia","Provincial CPI (2021=100)",11.0813426282683,2.40526284981443
1952,"British Columbia","Provincial CPI (2021=100)",11.3788283364097,2.43175446526141
1953,"British Columbia","Provincial CPI (2021=100)",11.230085482339,2.41859638068389
1954,"British Columbia","Provincial CPI (2021=100)",11.3788283364097,2.43175446526141
1955,"British Columbia","Provincial CPI (2021=100)",11.4531997634451,2.4382691462826
1956,"British Columbia","Provincial CPI (2021=100)",11.6019426175158,2.45117255111851
1957,"British Columbia","Provincial CPI (2021=100)",11.8994283256572,2.4764903591028
1958,"British Columbia","Provincial CPI (2021=100)",12.1969140337987,2.50118297169317
1959,"British Columbia","Provincial CPI (2021=100)",12.4200283149047,2.51931035628573
1960,"British Columbia","Provincial CPI (2021=100)",12.4943997419401,2.52528052327223
1961,"British Columbia","Provincial CPI (2021=100)",12.4943997419401,2.52528052327223
1962,"British Columbia","Provincial CPI (2021=100)",12.5687711689755,2.53121525879204
1963,"British Columbia","Provincial CPI (2021=100)",12.7918854500815,2.54881102068242
1964,"British Columbia","Provincial CPI (2021=100)",12.8662568771169,2.55460813836675
1965,"British Columbia","Provincial CPI (2021=100)",13.089371158223,2.57180053890712
1966,"British Columbia","Provincial CPI (2021=100)",13.3868568663644,2.59427339475918
1967,"British Columbia","Provincial CPI (2021=100)",13.9074568556119,2.63242516072356
1968,"British Columbia","Provincial CPI (2021=100)",14.4280568448594,2.6691747029323
1969,"British Columbia","Provincial CPI (2021=100)",14.9486568341069,2.70462145192805
1970,"British Columbia","Provincial CPI (2021=100)",15.3948853963191,2.73403533713434
1971,"British Columbia","Provincial CPI (2021=100)",15.9154853855666,2.76729255889082
1972,"British Columbia","Provincial CPI (2021=100)",16.8079425099909,2.82185154314126
1973,"British Columbia","Provincial CPI (2021=100)",17.9978853425566,2.89025427002566
1974,"British Columbia","Provincial CPI (2021=100)",20.0802852995466,2.99973850286734
1975,"British Columbia","Provincial CPI (2021=100)",22.3114281106073,3.10509901852517
1976,"British Columbia","Provincial CPI (2021=100)",24.4681994946327,3.19737429463434
1977,"British Columbia","Provincial CPI (2021=100)",26.2531137434813,3.26778460080227
1978,"British Columbia","Provincial CPI (2021=100)",28.261142273436,3.3414877965894
1979,"British Columbia","Provincial CPI (2021=100)",30.4922850844967,3.41747370356732
1980,"British Columbia","Provincial CPI (2021=100)",33.3578251285819,3.50729238137797
1981,"British Columbia","Provincial CPI (2021=100)",38.0602498163115,3.63917042559611
1982,"British Columbia","Provincial CPI (2021=100)",42.1013960323292,3.74008090005136
1983,"British Columbia","Provincial CPI (2021=100)",44.3791329904482,3.79276938127144
1984,"British Columbia","Provincial CPI (2021=100)",46.1425422483468,3.83173534980482
1985,"British Columbia","Provincial CPI (2021=100)",47.6120499632623,3.8630858796889
1986,"British Columbia","Provincial CPI (2021=100)",49.008082292432,3.89198522925225
1987,"British Columbia","Provincial CPI (2021=100)",50.4775900073475,3.92152947555897
1988,"British Columbia","Provincial CPI (2021=100)",52.3144746509919,3.9572730947486
1989,"British Columbia","Provincial CPI (2021=100)",54.6656869948567,4.00123621816972
1990,"British Columbia","Provincial CPI (2021=100)",57.6047024246877,4.05360420368703
1991,"British Columbia","Provincial CPI (2021=100)",60.6906686260103,4.1057899568576
1992,"British Columbia","Provincial CPI (2021=100)",62.3071271124173,4.13207581912853
1993,"British Columbia","Provincial CPI (2021=100)",64.5113886847906,4.16684177697174
